name,word,label
speech_commands/nine/0137b3f4_nohash_4.wav,nine,0
speech_commands/nine/c8771f88_nohash_0.wav,nine,0
speech_commands/nine/d8521ea0_nohash_0.wav,nine,0
speech_commands/nine/5c8af87a_nohash_1.wav,nine,0
speech_commands/nine/c33682f0_nohash_1.wav,nine,0
speech_commands/nine/a1cff772_nohash_1.wav,nine,0
speech_commands/nine/b5552931_nohash_0.wav,nine,0
speech_commands/nine/1816b768_nohash_0.wav,nine,0
speech_commands/nine/7f74626f_nohash_2.wav,nine,0
speech_commands/nine/5de8f2f0_nohash_2.wav,nine,0
speech_commands/nine/aa753bb9_nohash_1.wav,nine,0
speech_commands/nine/86402da1_nohash_1.wav,nine,0
speech_commands/nine/67961766_nohash_1.wav,nine,0
speech_commands/nine/dca2797e_nohash_1.wav,nine,0
speech_commands/nine/bdee441c_nohash_2.wav,nine,0
speech_commands/nine/35d1b6ee_nohash_2.wav,nine,0
speech_commands/nine/cb8f8307_nohash_3.wav,nine,0
speech_commands/nine/270bfa52_nohash_1.wav,nine,0
speech_commands/nine/9ff2d2f4_nohash_3.wav,nine,0
speech_commands/nine/b7669804_nohash_1.wav,nine,0
speech_commands/nine/c0e8f5a1_nohash_2.wav,nine,0
speech_commands/nine/460f2bad_nohash_1.wav,nine,0
speech_commands/nine/5c8af87a_nohash_2.wav,nine,0
speech_commands/nine/2579e514_nohash_0.wav,nine,0
speech_commands/nine/99fad6a0_nohash_1.wav,nine,0
speech_commands/nine/da5dadb9_nohash_0.wav,nine,0
speech_commands/nine/d91a159e_nohash_0.wav,nine,0
speech_commands/nine/8f4c551f_nohash_3.wav,nine,0
speech_commands/nine/f174517e_nohash_1.wav,nine,0
speech_commands/nine/bd061bef_nohash_1.wav,nine,0
speech_commands/nine/a8cf01bc_nohash_1.wav,nine,0
speech_commands/nine/14df1e28_nohash_0.wav,nine,0
speech_commands/nine/3da7f617_nohash_2.wav,nine,0
speech_commands/nine/258f4559_nohash_0.wav,nine,0
speech_commands/nine/cab100c9_nohash_0.wav,nine,0
speech_commands/nine/8a28231e_nohash_1.wav,nine,0
speech_commands/nine/e2286c18_nohash_0.wav,nine,0
speech_commands/nine/2cec1d47_nohash_1.wav,nine,0
speech_commands/nine/0685264e_nohash_0.wav,nine,0
speech_commands/nine/e7d0eb3f_nohash_1.wav,nine,0
speech_commands/nine/9acd0254_nohash_0.wav,nine,0
speech_commands/nine/439c84f4_nohash_4.wav,nine,0
speech_commands/nine/0fa1e7a9_nohash_0.wav,nine,0
speech_commands/nine/b5552931_nohash_2.wav,nine,0
speech_commands/nine/91cdef62_nohash_0.wav,nine,0
speech_commands/nine/acfd3bc3_nohash_1.wav,nine,0
speech_commands/nine/6366f61a_nohash_0.wav,nine,0
speech_commands/nine/b06c19b0_nohash_1.wav,nine,0
speech_commands/nine/21832144_nohash_3.wav,nine,0
speech_commands/nine/be7a5b2d_nohash_1.wav,nine,0
speech_commands/nine/2f813234_nohash_0.wav,nine,0
speech_commands/nine/2d92f18b_nohash_1.wav,nine,0
speech_commands/nine/5fc3ed24_nohash_0.wav,nine,0
speech_commands/nine/06076b6b_nohash_0.wav,nine,0
speech_commands/nine/b3bdded5_nohash_0.wav,nine,0
speech_commands/nine/6078eb0d_nohash_0.wav,nine,0
speech_commands/nine/7cf14c54_nohash_1.wav,nine,0
speech_commands/nine/c0f8f4df_nohash_2.wav,nine,0
speech_commands/nine/bf70feda_nohash_0.wav,nine,0
speech_commands/nine/97f4c236_nohash_0.wav,nine,0
speech_commands/nine/9ff2d2f4_nohash_1.wav,nine,0
speech_commands/nine/a7dd45cf_nohash_0.wav,nine,0
speech_commands/nine/f92e49f3_nohash_1.wav,nine,0
speech_commands/nine/35d1b6ee_nohash_3.wav,nine,0
speech_commands/nine/09ddc105_nohash_0.wav,nine,0
speech_commands/nine/cb8f8307_nohash_2.wav,nine,0
speech_commands/nine/1942abd7_nohash_0.wav,nine,0
speech_commands/nine/7211390b_nohash_3.wav,nine,0
speech_commands/nine/2bfe70ef_nohash_0.wav,nine,0
speech_commands/nine/179a61b7_nohash_1.wav,nine,0
speech_commands/nine/29fb33da_nohash_3.wav,nine,0
speech_commands/nine/77655bdf_nohash_1.wav,nine,0
speech_commands/nine/e805a617_nohash_0.wav,nine,0
speech_commands/nine/365531e2_nohash_0.wav,nine,0
speech_commands/nine/151bfb79_nohash_0.wav,nine,0
speech_commands/nine/c1d39ce8_nohash_1.wav,nine,0
speech_commands/nine/eb3d8eb1_nohash_0.wav,nine,0
speech_commands/nine/bf5d409d_nohash_0.wav,nine,0
speech_commands/nine/c2e08f08_nohash_0.wav,nine,0
speech_commands/nine/a5d485dc_nohash_0.wav,nine,0
speech_commands/nine/57cb3575_nohash_3.wav,nine,0
